batch_size,cache_state,ci95_overlap,device_label,marginal_rank,num_steps,oracle_action,oracle_runtime_s,relative_margin,runner_up_action,runner_up_runtime_s,time_accounting_mode,workload_id
16,cold_cache,True,A100,True,10,best_eager,0.097114,0.029306,eager,0.09996,cold_total,dynamic_shape_infer_small
16,cold_cache,True,A100,True,50,best_eager,0.099858,0.03554,eager,0.103407,cold_total,dynamic_shape_infer_small
16,cold_cache,True,A100,True,100,best_eager,0.105651,0.02831,eager,0.108642,cold_total,dynamic_shape_infer_small
16,cold_cache,True,A100,True,500,best_eager,0.156894,0.014921,eager,0.159235,cold_total,dynamic_shape_infer_small
32,cold_cache,True,A100,True,10,eager,0.095213,0.043198,best_eager,0.099326,cold_total,dynamic_shape_infer_small
32,cold_cache,True,A100,True,50,eager,0.101511,0.003743,best_eager,0.101891,cold_total,dynamic_shape_infer_small
32,cold_cache,True,A100,True,100,eager,0.107631,0.026154,best_eager,0.110446,cold_total,dynamic_shape_infer_small
32,cold_cache,True,A100,True,500,best_eager,0.160473,0.013491,eager,0.162638,cold_total,dynamic_shape_infer_small
1,cold_cache,True,A100,True,10,eager,0.202417,0.020413,best_eager,0.206549,cold_total,fixed_shape_infer_small
1,cold_cache,True,A100,True,50,eager,0.2112,0.006482,best_eager,0.212569,cold_total,fixed_shape_infer_small
1,cold_cache,True,A100,True,100,graphs_input_copy,0.21778,0.013325,graphs_only,0.220682,cold_total,fixed_shape_infer_small
1,cold_cache,False,A100,False,500,graphs_only,0.232581,0.153512,graphs_input_copy,0.268285,cold_total,fixed_shape_infer_small
4,cold_cache,True,A100,True,10,best_eager,0.205866,0.028402,graphs_only,0.211713,cold_total,fixed_shape_infer_small
4,cold_cache,True,A100,True,50,graphs_only,0.216416,0.021255,eager,0.221016,cold_total,fixed_shape_infer_small
4,cold_cache,True,A100,True,100,graphs_only,0.221258,0.010562,graphs_input_copy,0.223595,cold_total,fixed_shape_infer_small
4,cold_cache,True,A100,False,500,graphs_only,0.23909,0.179351,graphs_input_copy,0.281971,cold_total,fixed_shape_infer_small
16,cold_cache,True,A100,True,10,best_eager,0.213674,0.0204,graphs_input_copy,0.218033,cold_total,fixed_shape_infer_small
16,cold_cache,True,A100,True,50,graphs_input_copy,0.219603,0.005155,eager,0.220735,cold_total,fixed_shape_infer_small
16,cold_cache,True,A100,True,100,graphs_only,0.219022,0.031207,graphs_input_copy,0.225857,cold_total,fixed_shape_infer_small
16,cold_cache,True,A100,True,500,graphs_only,0.278084,0.03217,graphs_input_copy,0.28703,cold_total,fixed_shape_infer_small
32,cold_cache,True,A100,True,10,best_eager,0.212843,0.019869,graphs_only,0.217072,cold_total,fixed_shape_infer_small
32,cold_cache,True,A100,True,50,graphs_only,0.222609,0.002529,eager,0.223172,cold_total,fixed_shape_infer_small
32,cold_cache,True,A100,True,100,graphs_only,0.224923,0.039814,eager,0.233878,cold_total,fixed_shape_infer_small
32,cold_cache,True,A100,False,500,graphs_only,0.268568,0.209582,best_eager,0.324855,cold_total,fixed_shape_infer_small
1,cold_cache,True,A100,True,10,best_eager,0.186972,0.001963,eager,0.187339,cold_total,gnn_irregular
1,cold_cache,True,A100,True,50,eager,0.198399,0.005363,best_eager,0.199463,cold_total,gnn_irregular
1,cold_cache,True,A100,True,100,eager,0.208606,0.040421,best_eager,0.217038,cold_total,gnn_irregular
1,cold_cache,True,A100,True,500,eager,0.315483,0.024375,best_eager,0.323173,cold_total,gnn_irregular
4,cold_cache,True,A100,True,10,best_eager,0.185923,0.003819,eager,0.186633,cold_total,gnn_irregular
4,cold_cache,True,A100,True,50,eager,0.198907,0.010452,best_eager,0.200986,cold_total,gnn_irregular
4,cold_cache,True,A100,True,100,best_eager,0.211011,0.014686,eager,0.21411,cold_total,gnn_irregular
4,cold_cache,True,A100,True,500,best_eager,0.321616,0.015873,eager,0.326721,cold_total,gnn_irregular
16,cold_cache,True,A100,True,10,best_eager,0.187267,0.045411,eager,0.195771,cold_total,gnn_irregular
16,cold_cache,True,A100,True,50,eager,0.198151,0.048074,best_eager,0.207677,cold_total,gnn_irregular
16,cold_cache,True,A100,True,100,best_eager,0.207321,0.032708,eager,0.214102,cold_total,gnn_irregular
16,cold_cache,False,A100,True,500,best_eager,0.319114,0.035642,eager,0.330488,cold_total,gnn_irregular
32,cold_cache,True,A100,True,10,eager,0.186942,0.007393,best_eager,0.188324,cold_total,gnn_irregular
32,cold_cache,True,A100,True,50,eager,0.199667,0.007623,best_eager,0.201189,cold_total,gnn_irregular
32,cold_cache,True,A100,True,100,best_eager,0.211166,0.014699,eager,0.21427,cold_total,gnn_irregular
32,cold_cache,True,A100,True,500,best_eager,0.334174,0.004489,eager,0.335674,cold_total,gnn_irregular
1,cold_cache,True,A100,True,10,best_eager,0.11543,0.013229,eager,0.116957,cold_total,llm_decode_proxy
1,cold_cache,True,A100,True,50,graphs_only,0.121345,0.026338,graphs_input_copy,0.124541,cold_total,llm_decode_proxy
1,cold_cache,True,A100,False,100,graphs_only,0.12431,0.124737,graphs_input_copy,0.139816,cold_total,llm_decode_proxy
1,cold_cache,False,A100,False,500,graphs_only,0.129599,0.34528,graphs_input_copy,0.174347,cold_total,llm_decode_proxy
4,cold_cache,True,A100,True,10,best_eager,0.111836,0.021344,eager,0.114223,cold_total,llm_decode_proxy
4,cold_cache,True,A100,True,50,graphs_only,0.11749,0.034675,best_eager,0.121564,cold_total,llm_decode_proxy
4,cold_cache,True,A100,False,100,graphs_only,0.121001,0.063024,graphs_input_copy,0.128627,cold_total,llm_decode_proxy
4,cold_cache,False,A100,False,500,graphs_only,0.133624,0.292036,graphs_input_copy,0.172647,cold_total,llm_decode_proxy
16,cold_cache,True,A100,True,10,eager,0.112497,0.020338,best_eager,0.114785,cold_total,llm_decode_proxy
16,cold_cache,True,A100,True,50,graphs_only,0.116742,0.046479,best_eager,0.122168,cold_total,llm_decode_proxy
16,cold_cache,True,A100,False,100,graphs_only,0.1227,0.07749,graphs_input_copy,0.132208,cold_total,llm_decode_proxy
16,cold_cache,False,A100,False,500,graphs_only,0.140835,0.263826,graphs_input_copy,0.177991,cold_total,llm_decode_proxy
32,cold_cache,True,A100,True,10,best_eager,0.121791,0.006035,eager,0.122526,cold_total,llm_decode_proxy
32,cold_cache,True,A100,True,50,graphs_only,0.126066,0.044286,eager,0.131649,cold_total,llm_decode_proxy
32,cold_cache,True,A100,False,100,graphs_only,0.135664,0.051819,graphs_input_copy,0.142694,cold_total,llm_decode_proxy
32,cold_cache,False,A100,False,500,graphs_only,0.156841,0.263872,graphs_input_copy,0.198227,cold_total,llm_decode_proxy
1,cold_cache,True,A100,True,10,graphs_only,0.10962,0.004926,eager,0.11016,cold_total,prefill_toy
1,cold_cache,True,A100,False,50,graphs_only,0.111665,0.055568,graphs_input_copy,0.11787,cold_total,prefill_toy
1,cold_cache,True,A100,True,100,graphs_only,0.119489,0.024245,graphs_input_copy,0.122386,cold_total,prefill_toy
1,cold_cache,False,A100,False,500,graphs_only,0.14291,0.300133,graphs_input_copy,0.185802,cold_total,prefill_toy
4,cold_cache,True,A100,True,10,best_eager,0.113751,0.014409,eager,0.11539,cold_total,prefill_toy
4,cold_cache,True,A100,True,50,graphs_only,0.1174,0.022078,graphs_input_copy,0.119992,cold_total,prefill_toy
4,cold_cache,True,A100,False,100,graphs_only,0.122165,0.071584,graphs_input_copy,0.13091,cold_total,prefill_toy
4,cold_cache,False,A100,False,500,graphs_only,0.157112,0.186752,graphs_input_copy,0.186453,cold_total,prefill_toy
16,cold_cache,True,A100,True,10,eager,0.112231,0.018881,graphs_only,0.11435,cold_total,prefill_toy
16,cold_cache,True,A100,True,50,graphs_only,0.119968,0.037127,graphs_input_copy,0.124422,cold_total,prefill_toy
16,cold_cache,True,A100,False,100,graphs_only,0.119234,0.089144,graphs_input_copy,0.129863,cold_total,prefill_toy
16,cold_cache,False,A100,False,500,graphs_only,0.155298,0.217247,graphs_input_copy,0.189036,cold_total,prefill_toy
32,cold_cache,True,A100,True,10,best_eager,0.111601,0.004426,eager,0.112095,cold_total,prefill_toy
32,cold_cache,True,A100,True,50,graphs_only,0.120176,0.023399,best_eager,0.122988,cold_total,prefill_toy
32,cold_cache,True,A100,False,100,graphs_only,0.122017,0.089414,graphs_input_copy,0.132927,cold_total,prefill_toy
32,cold_cache,True,A100,False,500,graphs_only,0.159272,0.219587,graphs_input_copy,0.194246,cold_total,prefill_toy
1,cold_cache,True,A100,True,10,best_eager,0.074068,0.014244,eager,0.075123,cold_total,rl_policy_infer
1,cold_cache,True,A100,True,50,best_eager,0.078098,0.008105,graphs_only,0.078731,cold_total,rl_policy_infer
1,cold_cache,True,A100,True,100,eager,0.08208,0.014352,best_eager,0.083258,cold_total,rl_policy_infer
1,cold_cache,False,A100,False,500,graphs_only,0.095152,0.267751,graphs_input_copy,0.120629,cold_total,rl_policy_infer
4,cold_cache,True,A100,False,10,eager,0.076819,0.056301,best_eager,0.081144,cold_total,rl_policy_infer
4,cold_cache,True,A100,True,50,eager,0.078789,0.014862,best_eager,0.07996,cold_total,rl_policy_infer
4,cold_cache,True,A100,True,100,best_eager,0.084983,0.011379,eager,0.08595,cold_total,rl_policy_infer
4,cold_cache,False,A100,False,500,graphs_only,0.092477,0.312294,eager,0.121357,cold_total,rl_policy_infer
16,cold_cache,True,A100,True,10,best_eager,0.075061,0.031508,eager,0.077426,cold_total,rl_policy_infer
16,cold_cache,True,A100,True,50,graphs_only,0.076219,0.038363,best_eager,0.079143,cold_total,rl_policy_infer
16,cold_cache,True,A100,True,100,graphs_only,0.083813,0.018076,best_eager,0.085328,cold_total,rl_policy_infer
16,cold_cache,False,A100,False,500,graphs_only,0.091738,0.326931,eager,0.12173,cold_total,rl_policy_infer
32,cold_cache,True,A100,True,10,best_eager,0.073902,0.006211,eager,0.074361,cold_total,rl_policy_infer
32,cold_cache,True,A100,True,50,best_eager,0.076499,0.046497,graphs_only,0.080056,cold_total,rl_policy_infer
32,cold_cache,True,A100,True,100,eager,0.079937,0.025845,graphs_only,0.082003,cold_total,rl_policy_infer
32,cold_cache,False,A100,False,500,graphs_only,0.090104,0.32821,eager,0.119677,cold_total,rl_policy_infer
1,cold_cache,True,A100,True,10,best_eager,0.186639,0.025509,eager,0.1914,cold_total,short_text_transformer_dynamic
1,cold_cache,True,A100,True,50,eager,0.212737,0.010139,best_eager,0.214894,cold_total,short_text_transformer_dynamic
1,cold_cache,True,A100,True,100,eager,0.24009,0.007385,best_eager,0.241863,cold_total,short_text_transformer_dynamic
1,cold_cache,True,A100,True,500,eager,0.489193,0.00168,best_eager,0.490015,cold_total,short_text_transformer_dynamic
4,cold_cache,True,A100,False,10,best_eager,0.11674,0.066541,eager,0.124508,cold_total,short_text_transformer_dynamic
4,cold_cache,True,A100,True,50,eager,0.142419,0.011649,best_eager,0.144078,cold_total,short_text_transformer_dynamic
4,cold_cache,True,A100,True,100,best_eager,0.172358,0.006724,eager,0.173517,cold_total,short_text_transformer_dynamic
4,cold_cache,True,A100,True,500,best_eager,0.418121,0.00122,eager,0.418631,cold_total,short_text_transformer_dynamic
16,cold_cache,True,A100,True,10,best_eager,0.119501,0.016828,eager,0.121512,cold_total,short_text_transformer_dynamic
16,cold_cache,True,A100,False,50,eager,0.143441,0.051736,best_eager,0.150862,cold_total,short_text_transformer_dynamic
16,cold_cache,True,A100,True,100,best_eager,0.173202,0.023805,eager,0.177325,cold_total,short_text_transformer_dynamic
16,cold_cache,True,A100,True,500,eager,0.417502,0.004745,best_eager,0.419483,cold_total,short_text_transformer_dynamic
32,cold_cache,True,A100,False,10,eager,0.119185,0.050736,best_eager,0.125232,cold_total,short_text_transformer_dynamic
32,cold_cache,True,A100,True,50,eager,0.140542,0.009271,best_eager,0.141845,cold_total,short_text_transformer_dynamic
32,cold_cache,True,A100,True,100,best_eager,0.17571,0.006169,eager,0.176794,cold_total,short_text_transformer_dynamic
32,cold_cache,True,A100,True,500,best_eager,0.418784,0.002075,eager,0.419653,cold_total,short_text_transformer_dynamic
1,cold_cache,True,A100,False,10,best_eager,0.273603,0.073749,eager,0.293781,cold_total,short_text_transformer_padded
1,cold_cache,True,A100,True,50,eager,0.335239,0.032228,best_eager,0.346043,cold_total,short_text_transformer_padded
1,cold_cache,True,A100,True,100,eager,0.416838,0.042554,best_eager,0.434576,cold_total,short_text_transformer_padded
1,cold_cache,True,A100,True,500,best_eager,1.034924,0.023116,eager,1.058847,cold_total,short_text_transformer_padded
4,cold_cache,True,A100,True,10,best_eager,0.28112,0.027145,eager,0.288751,cold_total,short_text_transformer_padded
4,cold_cache,True,A100,True,50,best_eager,0.342153,0.019301,eager,0.348757,cold_total,short_text_transformer_padded
4,cold_cache,True,A100,True,100,best_eager,0.422386,0.017965,eager,0.429974,cold_total,short_text_transformer_padded
4,cold_cache,True,A100,True,500,best_eager,1.031099,0.023908,eager,1.05575,cold_total,short_text_transformer_padded
16,cold_cache,True,A100,False,10,best_eager,0.261438,0.067052,eager,0.278968,cold_total,short_text_transformer_padded
16,cold_cache,True,A100,True,50,best_eager,0.342205,0.012627,eager,0.346526,cold_total,short_text_transformer_padded
16,cold_cache,True,A100,True,100,best_eager,0.418508,0.011806,eager,0.423449,cold_total,short_text_transformer_padded
16,cold_cache,True,A100,True,500,best_eager,1.04575,0.027,eager,1.073985,cold_total,short_text_transformer_padded
32,cold_cache,True,A100,True,10,best_eager,0.281095,0.002682,eager,0.281849,cold_total,short_text_transformer_padded
32,cold_cache,True,A100,True,50,best_eager,0.344136,0.020623,eager,0.351233,cold_total,short_text_transformer_padded
32,cold_cache,True,A100,True,100,best_eager,0.422247,0.021135,eager,0.431171,cold_total,short_text_transformer_padded
32,cold_cache,True,A100,True,500,best_eager,1.092904,0.002907,eager,1.096081,cold_total,short_text_transformer_padded
1,cold_cache,False,A100,False,10,eager,0.157594,32.144231,compile_only,5.223332,cold_total,short_train_small
1,cold_cache,False,A100,False,50,eager,0.190503,25.649544,compile_only,5.076818,cold_total,short_train_small
1,cold_cache,False,A100,False,100,eager,0.22685,22.443579,compile_only,5.318176,cold_total,short_train_small
1,cold_cache,False,A100,False,500,eager,0.502454,10.222938,compile_only,5.63901,cold_total,short_train_small
4,cold_cache,False,A100,False,10,eager,0.149538,31.285412,compile_reduce_overhead,4.827896,cold_total,short_train_small
4,cold_cache,False,A100,False,50,eager,0.173466,27.134067,compile_only,4.880304,cold_total,short_train_small
4,cold_cache,False,A100,False,100,eager,0.20841,22.547642,compile_only,4.907564,cold_total,short_train_small
4,cold_cache,False,A100,False,500,eager,0.475505,9.821262,compile_only,5.145564,cold_total,short_train_small
16,cold_cache,False,A100,False,10,eager,0.154431,31.490277,compile_only,5.017506,cold_total,short_train_small
16,cold_cache,False,A100,False,50,eager,0.181186,27.085945,compile_only,5.08878,cold_total,short_train_small
16,cold_cache,False,A100,False,100,eager,0.214833,22.845047,compile_only,5.122703,cold_total,short_train_small
16,cold_cache,False,A100,False,500,eager,0.481941,10.207704,compile_only,5.401452,cold_total,short_train_small
32,cold_cache,False,A100,False,10,eager,0.155416,31.486173,compile_only,5.048871,cold_total,short_train_small
32,cold_cache,False,A100,False,50,eager,0.178028,27.693649,compile_only,5.108273,cold_total,short_train_small
32,cold_cache,False,A100,False,100,eager,0.216427,22.969542,compile_only,5.187656,cold_total,short_train_small
32,cold_cache,False,A100,False,500,eager,0.497419,9.956805,compile_reduce_overhead,5.450123,cold_total,short_train_small
1,cold_cache,True,A100,True,10,best_eager,0.099107,0.048392,eager,0.103903,cold_total,synthetic_kernel_chain
1,cold_cache,True,A100,True,50,best_eager,0.104082,0.020474,eager,0.106213,cold_total,synthetic_kernel_chain
1,cold_cache,True,A100,True,100,graphs_only,0.10721,0.025772,eager,0.109973,cold_total,synthetic_kernel_chain
1,cold_cache,False,A100,False,500,graphs_only,0.123335,0.241643,eager,0.153138,cold_total,synthetic_kernel_chain
4,cold_cache,True,A100,True,10,best_eager,0.097471,0.024223,eager,0.099832,cold_total,synthetic_kernel_chain
4,cold_cache,True,A100,True,50,eager,0.100283,0.017181,best_eager,0.102006,cold_total,synthetic_kernel_chain
4,cold_cache,True,A100,True,100,graphs_only,0.103726,0.023822,eager,0.106197,cold_total,synthetic_kernel_chain
4,cold_cache,False,A100,False,500,graphs_only,0.114833,0.309188,eager,0.150338,cold_total,synthetic_kernel_chain
16,cold_cache,True,A100,True,10,eager,0.09649,0.004778,best_eager,0.096951,cold_total,synthetic_kernel_chain
16,cold_cache,True,A100,True,50,best_eager,0.099804,0.038345,graphs_only,0.103631,cold_total,synthetic_kernel_chain
16,cold_cache,True,A100,True,100,graphs_only,0.103765,0.031089,best_eager,0.106991,cold_total,synthetic_kernel_chain
16,cold_cache,False,A100,False,500,graphs_only,0.11552,0.261652,eager,0.145746,cold_total,synthetic_kernel_chain
32,cold_cache,True,A100,True,10,eager,0.09911,0.019322,best_eager,0.101025,cold_total,synthetic_kernel_chain
32,cold_cache,True,A100,True,50,best_eager,0.104895,0.005739,eager,0.105497,cold_total,synthetic_kernel_chain
32,cold_cache,True,A100,True,100,graphs_only,0.106447,0.019211,best_eager,0.108492,cold_total,synthetic_kernel_chain
32,cold_cache,True,A100,False,500,graphs_only,0.121764,0.223662,best_eager,0.148998,cold_total,synthetic_kernel_chain
1,cold_cache,True,H100,True,10,best_eager,0.244115,0.015341,graphs_only,0.24786,cold_total,cv_online_infer
1,cold_cache,True,H100,True,50,eager,0.255275,0.009339,best_eager,0.257659,cold_total,cv_online_infer
1,cold_cache,True,H100,True,100,graphs_only,0.264814,0.002685,best_eager,0.265525,cold_total,cv_online_infer
1,cold_cache,False,H100,False,500,graphs_only,0.289667,0.077082,graphs_input_copy,0.311995,cold_total,cv_online_infer
4,cold_cache,True,H100,True,10,eager,0.2198,0.036697,best_eager,0.227866,cold_total,cv_online_infer
4,cold_cache,True,H100,True,50,best_eager,0.234528,0.001714,graphs_input_copy,0.23493,cold_total,cv_online_infer
4,cold_cache,True,H100,True,100,best_eager,0.240252,0.014456,graphs_only,0.243725,cold_total,cv_online_infer
4,cold_cache,False,H100,False,500,graphs_only,0.296943,0.061513,eager,0.315209,cold_total,cv_online_infer
16,cold_cache,True,H100,True,10,best_eager,0.242274,0.033177,graphs_only,0.250312,cold_total,cv_online_infer
16,cold_cache,True,H100,True,50,best_eager,0.261299,0.014416,eager,0.265066,cold_total,cv_online_infer
16,cold_cache,True,H100,True,100,best_eager,0.291539,0.010222,graphs_only,0.294519,cold_total,cv_online_infer
16,cold_cache,True,H100,True,500,graphs_only,0.488276,0.029371,eager,0.502617,cold_total,cv_online_infer
32,cold_cache,True,H100,True,10,best_eager,0.247428,0.00525,eager,0.248727,cold_total,cv_online_infer
32,cold_cache,True,H100,True,50,best_eager,0.291248,0.02079,eager,0.297303,cold_total,cv_online_infer
32,cold_cache,True,H100,True,100,best_eager,0.341346,0.009744,eager,0.344672,cold_total,cv_online_infer
32,cold_cache,True,H100,True,500,graphs_only,0.737862,0.009107,best_eager,0.744582,cold_total,cv_online_infer
1,cold_cache,True,H100,True,10,best_eager,0.117327,0.019126,eager,0.119571,cold_total,decode_toy
1,cold_cache,True,H100,True,50,best_eager,0.11789,0.04399,graphs_only,0.123076,cold_total,decode_toy
1,cold_cache,True,H100,True,100,best_eager,0.126974,0.002449,graphs_only,0.127285,cold_total,decode_toy
1,cold_cache,False,H100,False,500,graphs_only,0.135183,0.104547,graphs_input_copy,0.149316,cold_total,decode_toy
4,cold_cache,True,H100,True,10,best_eager,0.131835,0.028043,eager,0.135532,cold_total,decode_toy
4,cold_cache,True,H100,True,50,best_eager,0.136104,0.001771,eager,0.136345,cold_total,decode_toy
4,cold_cache,True,H100,True,100,graphs_input_copy,0.135204,0.030968,graphs_only,0.139391,cold_total,decode_toy
4,cold_cache,True,H100,False,500,graphs_only,0.153295,0.112646,graphs_input_copy,0.170563,cold_total,decode_toy
16,cold_cache,True,H100,True,10,eager,0.134547,0.008094,best_eager,0.135636,cold_total,decode_toy
16,cold_cache,True,H100,True,50,best_eager,0.136306,0.012604,eager,0.138024,cold_total,decode_toy
16,cold_cache,True,H100,True,100,eager,0.139346,0.009545,graphs_only,0.140676,cold_total,decode_toy
16,cold_cache,False,H100,False,500,graphs_only,0.14829,0.137919,graphs_input_copy,0.168742,cold_total,decode_toy
32,cold_cache,True,H100,True,10,eager,0.129686,0.004341,best_eager,0.130249,cold_total,decode_toy
32,cold_cache,True,H100,True,50,graphs_only,0.13485,0.003337,best_eager,0.1353,cold_total,decode_toy
32,cold_cache,True,H100,True,100,graphs_only,0.136279,0.021434,eager,0.1392,cold_total,decode_toy
32,cold_cache,False,H100,False,500,graphs_only,0.157928,0.08968,graphs_input_copy,0.172091,cold_total,decode_toy
1,cold_cache,True,H100,True,10,eager,0.170644,0.024783,best_eager,0.174873,cold_total,dlrm_recommendation
1,cold_cache,True,H100,True,50,eager,0.178258,0.006754,graphs_only,0.179462,cold_total,dlrm_recommendation
1,cold_cache,True,H100,True,100,graphs_only,0.178421,0.039642,eager,0.185494,cold_total,dlrm_recommendation
1,cold_cache,False,H100,False,500,graphs_only,0.192589,0.143336,graphs_input_copy,0.220194,cold_total,dlrm_recommendation
4,cold_cache,True,H100,True,10,best_eager,0.18155,0.026378,eager,0.186339,cold_total,dlrm_recommendation
4,cold_cache,True,H100,True,50,best_eager,0.185947,0.001796,graphs_only,0.186281,cold_total,dlrm_recommendation
4,cold_cache,True,H100,False,100,graphs_only,0.187834,0.052791,eager,0.19775,cold_total,dlrm_recommendation
4,cold_cache,False,H100,False,500,graphs_only,0.208216,0.114228,graphs_input_copy,0.232,cold_total,dlrm_recommendation
16,cold_cache,True,H100,True,10,eager,0.203243,0.027794,best_eager,0.208892,cold_total,dlrm_recommendation
16,cold_cache,True,H100,True,50,best_eager,0.211784,0.002488,eager,0.212311,cold_total,dlrm_recommendation
16,cold_cache,True,H100,True,100,eager,0.217359,0.007522,best_eager,0.218994,cold_total,dlrm_recommendation
16,cold_cache,True,H100,True,500,best_eager,0.289612,0.015932,graphs_only,0.294226,cold_total,dlrm_recommendation
32,cold_cache,True,H100,True,10,best_eager,0.131742,0.005685,eager,0.132491,cold_total,dlrm_recommendation
32,cold_cache,True,H100,True,50,best_eager,0.136504,0.00471,graphs_only,0.137147,cold_total,dlrm_recommendation
32,cold_cache,True,H100,True,100,graphs_only,0.136548,0.031864,best_eager,0.140899,cold_total,dlrm_recommendation
32,cold_cache,False,H100,False,500,graphs_only,0.157305,0.140994,graphs_input_copy,0.179484,cold_total,dlrm_recommendation
1,cold_cache,True,H100,True,10,eager,0.089763,0.014995,best_eager,0.091109,cold_total,dynamic_shape_infer_small
1,cold_cache,True,H100,True,50,eager,0.092312,0.006359,best_eager,0.092899,cold_total,dynamic_shape_infer_small
1,cold_cache,True,H100,True,100,best_eager,0.095513,0.021138,eager,0.097532,cold_total,dynamic_shape_infer_small
1,cold_cache,True,H100,True,500,best_eager,0.115649,0.01093,eager,0.116913,cold_total,dynamic_shape_infer_small
4,cold_cache,True,H100,True,10,eager,0.096371,0.026076,best_eager,0.098884,cold_total,dynamic_shape_infer_small
4,cold_cache,True,H100,True,50,eager,0.097348,0.024746,best_eager,0.099757,cold_total,dynamic_shape_infer_small
4,cold_cache,True,H100,True,100,best_eager,0.103276,0.005122,eager,0.103805,cold_total,dynamic_shape_infer_small
4,cold_cache,True,H100,True,500,eager,0.128329,0.016107,best_eager,0.130396,cold_total,dynamic_shape_infer_small
16,cold_cache,True,H100,True,10,best_eager,0.121407,0.0021,eager,0.121662,cold_total,dynamic_shape_infer_small
16,cold_cache,True,H100,True,50,eager,0.121794,0.003588,best_eager,0.122231,cold_total,dynamic_shape_infer_small
16,cold_cache,True,H100,True,100,eager,0.123362,0.024578,best_eager,0.126394,cold_total,dynamic_shape_infer_small
16,cold_cache,False,H100,True,500,best_eager,0.152563,0.025491,eager,0.156452,cold_total,dynamic_shape_infer_small
32,cold_cache,True,H100,True,10,eager,0.117537,0.009997,best_eager,0.118712,cold_total,dynamic_shape_infer_small
32,cold_cache,True,H100,True,50,best_eager,0.121452,0.027426,eager,0.124783,cold_total,dynamic_shape_infer_small
32,cold_cache,True,H100,True,100,eager,0.12502,0.025076,best_eager,0.128155,cold_total,dynamic_shape_infer_small
32,cold_cache,True,H100,True,500,best_eager,0.148318,0.031864,eager,0.153044,cold_total,dynamic_shape_infer_small
1,cold_cache,True,H100,True,10,best_eager,0.169108,0.005724,eager,0.170076,cold_total,fixed_shape_infer_small
1,cold_cache,True,H100,True,50,eager,0.174178,0.010587,graphs_only,0.176022,cold_total,fixed_shape_infer_small
1,cold_cache,True,H100,True,100,eager,0.175522,0.015537,best_eager,0.178249,cold_total,fixed_shape_infer_small
1,cold_cache,True,H100,False,500,graphs_only,0.192414,0.078955,graphs_input_copy,0.207606,cold_total,fixed_shape_infer_small
4,cold_cache,True,H100,True,10,best_eager,0.18091,0.022531,eager,0.184986,cold_total,fixed_shape_infer_small
4,cold_cache,True,H100,True,50,graphs_input_copy,0.18891,0.004711,eager,0.1898,cold_total,fixed_shape_infer_small
4,cold_cache,True,H100,True,100,graphs_only,0.192472,0.007035,eager,0.193826,cold_total,fixed_shape_infer_small
4,cold_cache,False,H100,False,500,graphs_only,0.201343,0.113915,graphs_input_copy,0.224279,cold_total,fixed_shape_infer_small
16,cold_cache,True,H100,True,10,best_eager,0.182627,0.016723,eager,0.185681,cold_total,fixed_shape_infer_small
16,cold_cache,True,H100,True,50,best_eager,0.187198,0.023702,eager,0.191635,cold_total,fixed_shape_infer_small
16,cold_cache,True,H100,True,100,best_eager,0.190606,0.020482,graphs_only,0.19451,cold_total,fixed_shape_infer_small
16,cold_cache,False,H100,False,500,graphs_only,0.211044,0.09598,best_eager,0.2313,cold_total,fixed_shape_infer_small
32,cold_cache,True,H100,True,10,graphs_input_copy,0.184464,0.00225,eager,0.184879,cold_total,fixed_shape_infer_small
32,cold_cache,True,H100,True,50,best_eager,0.18377,0.02976,eager,0.189239,cold_total,fixed_shape_infer_small
32,cold_cache,True,H100,True,100,best_eager,0.189652,0.002336,eager,0.190095,cold_total,fixed_shape_infer_small
32,cold_cache,False,H100,False,500,graphs_only,0.218718,0.0695,graphs_input_copy,0.233919,cold_total,fixed_shape_infer_small
1,cold_cache,True,H100,True,10,eager,0.19624,0.01571,best_eager,0.199323,cold_total,gnn_irregular
1,cold_cache,True,H100,True,50,eager,0.207796,0.000558,best_eager,0.207912,cold_total,gnn_irregular
1,cold_cache,True,H100,True,100,best_eager,0.209681,0.010893,eager,0.211965,cold_total,gnn_irregular
1,cold_cache,True,H100,True,500,best_eager,0.264801,0.003032,eager,0.265604,cold_total,gnn_irregular
4,cold_cache,True,H100,True,10,eager,0.200945,0.020105,best_eager,0.204985,cold_total,gnn_irregular
4,cold_cache,True,H100,True,50,best_eager,0.204535,0.024558,eager,0.209558,cold_total,gnn_irregular
4,cold_cache,True,H100,True,100,best_eager,0.212683,0.004448,eager,0.213629,cold_total,gnn_irregular
4,cold_cache,True,H100,True,500,best_eager,0.264433,0.006739,eager,0.266215,cold_total,gnn_irregular
16,cold_cache,True,H100,True,10,best_eager,0.194121,0.035061,eager,0.200927,cold_total,gnn_irregular
16,cold_cache,True,H100,True,50,eager,0.204033,0.004813,best_eager,0.205015,cold_total,gnn_irregular
16,cold_cache,True,H100,True,100,eager,0.210854,0.010642,best_eager,0.213098,cold_total,gnn_irregular
16,cold_cache,True,H100,True,500,eager,0.260801,0.01477,best_eager,0.264653,cold_total,gnn_irregular
32,cold_cache,True,H100,True,10,best_eager,0.218133,0.006166,eager,0.219478,cold_total,gnn_irregular
32,cold_cache,True,H100,True,50,eager,0.218373,0.011215,best_eager,0.220822,cold_total,gnn_irregular
